versao_schema;id_pedido;datahora_pedido_utc;status;nome_cliente;email_cliente;cidade_cliente;estado_cliente;id_produto;nome_produto;categoria_produto;nome_fornecedor;nome_fabricante;quantidade; preco_unitario ; desconto ; valor_bruto ; valor_liquido ;metodo_pagamento;datahora_pagamento_utc;em_atraso
v1;P0002038;2025-07-17T04:48:47.592158+00:00;entregue;Srta. Isabelly Freitas;bryanvasconcelos@example.org;Leão;MT;PRD006523;Esparadrapo 10cm;Material Médico Hospitalar;Fornecedora Vargas da Rocha S/A;Hospitalar Azevedo;6; R$ 505,25 ; R$ 0,15 ; R$ 3.031,50 ; R$ 2.576,78 ;Boleto Bancário;2025-07-17T04:48:47.592158+00:00;False
v1;P0002039;2025-05-26T22:48:47.592202+00:00;entregue;Nicolas da Cunha;acosta@example.net;Ferreira;RR;PRD006674;Esparadrapo 10cm;Medicamento;Farmacêutica Rodrigues Duarte S/A;Fornecedora Azevedo Peixoto S/A;6; R$ 123,78 ; R$ 0,10 ; R$ 742,68 ; R$ 668,41 ;PIX;2025-05-26T22:48:47.592202+00:00;False
v1;P0002071;2025-06-01T09:48:47.593575+00:00;pedido;Rodrigo Rodrigues;jose-miguelazevedo@example.com;Dias;PB;PRD006294;Esparadrapo 10cm;Material Médico Hospitalar;Comercial Alves e Filhos;Farmacêutica Caldeira;1; R$ 672,33 ; R$ -   ; R$ 672,33 ; R$ 672,33 ;Cartão de Crédito;2025-06-02T09:48:47.593575+00:00;True
v1;P0002086;2025-06-07T14:48:47.594246+00:00;entregue;Maitê Cunha;carlos-eduardo63@example.net;da Cruz de Azevedo;RS;PRD008519;Esparadrapo 10cm;Material de Expediente;Farmacêutica da Luz Moura - EI;Distribuidora da Luz;3; R$ 165,17 ; R$ 0,15 ; R$ 495,51 ; R$ 421,18 ;PIX;2025-06-07T14:48:47.594246+00:00;False
v1;P0002087;2025-07-23T00:48:47.594291+00:00;entregue;Vitor Araújo;isabella74@example.org;Abreu;PR;PRD008988;Esparadrapo 10cm;Material de Expediente;Farmacêutica Jesus;Distribuidora da Luz;7; R$ 131,54 ; R$ -   ; R$ 920,78 ; R$ 920,78 ;PIX;2025-07-23T00:48:47.594291+00:00;False
v1;P0002095;2025-08-05T20:48:47.594690+00:00;entregue;Sara Brito;felipecassiano@example.com;Costa;RJ;PRD006055;Esparadrapo 10cm;Material Médico Hospitalar;Fornecedora Camargo;Comercial Albuquerque - ME;2; R$ 259,72 ; R$ 0,15 ; R$ 519,44 ; R$ 441,52 ;PIX;2025-08-08T20:48:47.594690+00:00;True
v1;P0002119;2025-06-19T11:48:47.595750+00:00;enviado;Joaquim Albuquerque;da-rosaagatha@example.net;da Rosa das Flores;AP;PRD005135;Esparadrapo 10cm;Material Médico Hospitalar;Comercial Casa Grande;Fornecedora Barbosa Macedo - EI;7; R$ 792,01 ; R$ 0,10 ; R$ 5.544,07 ; R$ 4.989,66 ;PIX;2025-06-19T11:48:47.595750+00:00;False
v1;P0002135;2025-07-21T15:48:47.596566+00:00;enviado;Srta. Emanuella da Mota;otto01@example.org;Sousa;RJ;PRD000200;Esparadrapo 10cm;Medicamento;Comercial Novais S.A.;Fornecedora Barbosa Macedo - EI;2; R$ 300,97 ; R$ 0,05 ; R$ 601,94 ; R$ 571,84 ;PIX;2025-07-28T15:48:47.596566+00:00;True
v1;P0002146;2025-07-09T22:48:47.597066+00:00;enviado;Rafael Aragão;sda-rocha@example.org;Peixoto;BA;PRD004083;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Hospitalar Novaes;Distribuidora Martins;7; R$ 336,11 ; R$ -   ; R$ 2.352,77 ; R$ 2.352,77 ;Cartão de Crédito;2025-07-09T22:48:47.597066+00:00;False
v1;P0002159;2025-07-23T02:48:47.597660+00:00;pedido;Daniela Ramos;ncavalcanti@example.net;Rios da Serra;AL;PRD001861;Esparadrapo 10cm;Material de Expediente;Farmacêutica Andrade Dias - ME;Distribuidora Barbosa - EI;2; R$ 764,97 ; R$ -   ; R$ 1.529,94 ; R$ 1.529,94 ;Boleto Bancário;2025-07-26T02:48:47.597660+00:00;True
v1;P0002166;2025-05-20T10:48:47.597974+00:00;pedido;Isabelly Dias;hellena64@example.com;Vasconcelos do Campo;RN;PRD003365;Esparadrapo 10cm;Medicamento;Hospitalar Sampaio Lima Ltda.;Distribuidora Cassiano;1; R$ 557,81 ; R$ 0,15 ; R$ 557,81 ; R$ 474,14 ;Cartão de Crédito;2025-05-21T10:48:47.597974+00:00;True
v1;P0002189;2025-05-12T15:48:47.598949+00:00;entregue;Olívia Casa Grande;llima@example.com;Teixeira;PB;PRD003924;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Distribuidora Santos e Filhos;Fornecedora Brito Brito e Filhos;3; R$ 82,39 ; R$ 0,15 ; R$ 247,17 ; R$ 210,09 ;Cartão de Crédito;2025-05-13T15:48:47.598949+00:00;True
v1;P0002199;2025-04-27T11:48:47.599371+00:00;enviado;Maria Eduarda Albuquerque;abreuotavio@example.org;Silveira das Flores;SP;PRD008607;Esparadrapo 10cm;Material Médico Hospitalar;Distribuidora da Conceição Montenegro - EI;Distribuidora da Luz;5; R$ 290,27 ; R$ -   ; R$ 1.451,35 ; R$ 1.451,35 ;PIX;2025-04-27T11:48:47.599371+00:00;False
v1;P0002216;2025-07-18T09:48:47.600183+00:00;devolvido;Mirella das Neves;maria-julia35@example.net;Fogaça;SP;PRD005645;Esparadrapo 10cm;Odontologia;Hospitalar da Cruz;Distribuidora Borges S.A.;3; R$ 699,59 ; R$ -   ; R$ 2.098,77 ; R$ 2.098,77 ;PIX;2025-07-18T09:48:47.600183+00:00;False
v1;P0002238;2025-08-07T18:48:47.601129+00:00;pedido;Sr. Levi Souza;samaria-fernanda@example.net;Vargas;TO;PRD001689;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Farmacêutica Fonseca;Fornecedora Montenegro;6; R$ 407,02 ; R$ -   ; R$ 2.442,12 ; R$ 2.442,12 ;Cartão de Crédito;2025-08-14T18:48:47.601129+00:00;True
v1;P0002240;2025-06-19T11:48:47.601215+00:00;entregue;Bruno Albuquerque;sophiacardoso@example.net;das Neves de Carvalho;RS;PRD008453;Esparadrapo 10cm;Odontologia;Distribuidora Cunha;Hospitalar Guerra Campos - EI;4; R$ 389,57 ; R$ -   ; R$ 1.558,28 ; R$ 1.558,28 ;PIX;2025-06-19T11:48:47.601215+00:00;False
v1;P0002257;2025-06-21T13:48:47.601932+00:00;pedido;Juliana Costa;ramoslais@example.net;Viana;AM;PRD002204;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Comercial Pastor - EI;Distribuidora Barbosa - EI;7; R$ 568,53 ; R$ -   ; R$ 3.979,71 ; R$ 3.979,71 ;Boleto Bancário;2025-06-21T13:48:47.601932+00:00;False
v1;P0002259;2025-05-29T08:48:47.602015+00:00;entregue;Yan Melo;vrezende@example.com;Siqueira;ES;PRD009346;Esparadrapo 10cm;Odontologia;Fornecedora Pastor Câmara S/A;Comercial Araújo - ME;4; R$ 289,73 ; R$ -   ; R$ 1.158,92 ; R$ 1.158,92 ;Cartão de Crédito;2025-05-29T08:48:47.602015+00:00;False
v1;P0002261;2025-06-20T02:48:47.602096+00:00;enviado;Anthony Gabriel Pinto;ferreiramatheus@example.net;Almeida da Serra;PI;PRD005085;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Farmacêutica Sá S/A;Hospitalar Abreu;8; R$ 555,68 ; R$ 0,10 ; R$ 4.445,44 ; R$ 4.000,90 ;Boleto Bancário;2025-06-20T02:48:47.602096+00:00;False
v1;P0002322;2025-07-22T12:48:47.604702+00:00;enviado;Thomas da Rosa;jda-rosa@example.org;Dias;GO;PRD001258;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Distribuidora Aparecida;Fornecedora Azevedo Peixoto S/A;3; R$ 292,52 ; R$ -   ; R$ 877,56 ; R$ 877,56 ;PIX;2025-07-25T12:48:47.604702+00:00;True
v1;P0002367;2025-07-17T22:48:47.606712+00:00;pedido;Clara Melo;larissasouza@example.org;Peixoto dos Dourados;PA;PRD008631;Esparadrapo 10cm;Odontologia;Hospitalar da Cruz;Hospitalar Abreu;4; R$ 762,06 ; R$ 0,05 ; R$ 3.048,24 ; R$ 2.895,83 ;Boleto Bancário;2025-07-17T22:48:47.606712+00:00;False
v1;P0002382;2025-08-11T11:48:47.607374+00:00;devolvido;Vitor Hugo Borges;isaacgomes@example.org;Rezende do Norte;MA;PRD008999;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Farmacêutica Sá S/A;Comercial Araújo - ME;6; R$ 180,48 ; R$ -   ; R$ 1.082,88 ; R$ 1.082,88 ;Boleto Bancário;2025-08-11T11:48:47.607374+00:00;False
v1;P0002402;2025-06-29T11:48:47.608274+00:00;pedido;Luiz Gustavo Sales;biancafogaca@example.org;Brito Paulista;DF;PRD008715;Esparadrapo 10cm;Odontologia;Distribuidora Alves S/A;Distribuidora Sampaio;3; R$ 58,33 ; R$ -   ; R$ 174,99 ; R$ 174,99 ;Cartão de Crédito;2025-06-29T11:48:47.608274+00:00;False
v1;P0002424;2025-04-21T17:48:47.609223+00:00;enviado;Daniel Costela;julianacamargo@example.org;da Paz de Minas;PA;PRD008454;Esparadrapo 10cm;Medicamento;Comercial Rodrigues e Filhos;Farmacêutica Jesus;1; R$ 268,29 ; R$ 0,15 ; R$ 268,29 ; R$ 228,05 ;Cartão de Crédito;2025-04-21T17:48:47.609223+00:00;False
v1;P0002426;2025-08-11T05:48:47.609331+00:00;entregue;Ravi Melo;xmoreira@example.com;Sá do Norte;PA;PRD007137;Esparadrapo 10cm;Material de Expediente;Distribuidora Nunes Silva Ltda.;Distribuidora Borges S.A.;6; R$ 38,12 ; R$ 0,15 ; R$ 228,72 ; R$ 194,41 ;PIX;2025-08-11T05:48:47.609331+00:00;False
v1;P0002469;2025-05-31T06:48:47.611312+00:00;devolvido;Juan Ribeiro;ana-ceciliacastro@example.net;Cunha das Pedras;RN;PRD007293;Esparadrapo 10cm;Material de Expediente;Farmacêutica Andrade Dias - ME;Fornecedora Souza Ltda.;3; R$ 92,32 ; R$ 0,05 ; R$ 276,96 ; R$ 263,11 ;PIX;2025-06-07T06:48:47.611312+00:00;True
v1;P0002475;2025-05-01T19:48:47.611567+00:00;pedido;Dr. Murilo Jesus;miguelcardoso@example.org;Andrade das Flores;MG;PRD002318;Esparadrapo 10cm;Odontologia;Fornecedora da Conceição S/A;Farmacêutica Caldeira;7; R$ 193,64 ; R$ 0,10 ; R$ 1.355,48 ; R$ 1.219,93 ;PIX;2025-05-01T19:48:47.611567+00:00;False
v1;P0002513;2025-06-02T05:48:47.613217+00:00;enviado;Dante Camargo;sandrade@example.com;Casa Grande;AC;PRD000037;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Hospitalar Vieira Rodrigues - ME;Farmacêutica Carvalho;1; R$ 668,44 ; R$ 0,10 ; R$ 668,44 ; R$ 601,60 ;PIX;2025-06-09T05:48:47.613217+00:00;True
v1;P0002517;2025-06-12T20:48:47.613387+00:00;devolvido;Josué Duarte;xabreu@example.org;Carvalho;SC;PRD008918;Esparadrapo 10cm;Medicamento;Distribuidora Porto;Farmacêutica Jesus;6; R$ 269,75 ; R$ -   ; R$ 1.618,50 ; R$ 1.618,50 ;PIX;2025-06-13T20:48:47.613387+00:00;True
v1;P0002520;2025-07-21T19:48:47.613515+00:00;devolvido;Léo Aparecida;sofiaramos@example.org;da Mata do Sul;RN;PRD009460;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Comercial Souza;Hospitalar Correia Correia - EI;5; R$ 456,07 ; R$ 0,10 ; R$ 2.280,35 ; R$ 2.052,32 ;Cartão de Crédito;2025-07-21T19:48:47.613515+00:00;False
v1;P0002539;2025-06-21T09:48:47.614361+00:00;enviado;Natália Gonçalves;freitasmaria-helena@example.org;da Cruz;SC;PRD006643;Esparadrapo 10cm;Material de Expediente;Fornecedora Garcia S/A;Farmacêutica Carvalho;6; R$ 388,93 ; R$ 0,10 ; R$ 2.333,58 ; R$ 2.100,22 ;Cartão de Crédito;2025-06-21T09:48:47.614361+00:00;False
v1;P0002565;2025-08-08T02:48:47.615530+00:00;pedido;Vitória Santos;maysa42@example.net;Fernandes;MG;PRD009686;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Fornecedora Camargo;Comercial Albuquerque - ME;6; R$ 746,41 ; R$ 0,15 ; R$ 4.478,46 ; R$ 3.806,69 ;Boleto Bancário;2025-08-15T02:48:47.615530+00:00;True
v1;P0002573;2025-05-04T06:48:47.615871+00:00;enviado;Lucas Monteiro;uduarte@example.com;Fogaça de Brito;CE;PRD001628;Esparadrapo 10cm;Odontologia;Comercial Pastor - EI;Distribuidora da Luz;8; R$ 564,29 ; R$ 0,10 ; R$ 4.514,32 ; R$ 4.062,89 ;PIX;2025-05-04T06:48:47.615871+00:00;False
v1;P0002587;2025-04-28T10:48:47.616510+00:00;pedido;Antony Martins;ana-liviacassiano@example.org;Brito;RJ;PRD002498;Esparadrapo 10cm;Material de Expediente;Comercial Rodrigues e Filhos;Distribuidora Montenegro da Luz S.A.;6; R$ 38,03 ; R$ -   ; R$ 228,18 ; R$ 228,18 ;PIX;2025-05-01T10:48:47.616510+00:00;True
v1;P0002588;2025-05-08T06:48:47.616551+00:00;devolvido;Sra. Natália Melo;sophia67@example.com;Camargo da Mata;AP;PRD000104;Esparadrapo 10cm;Medicamento;Distribuidora Pastor - ME;Hospitalar Abreu;5; R$ 631,45 ; R$ 0,15 ; R$ 3.157,25 ; R$ 2.683,66 ;Cartão de Crédito;2025-05-15T06:48:47.616551+00:00;True
v1;P0002600;2025-08-11T12:48:47.617072+00:00;devolvido;Lorenzo Monteiro;novaisana-julia@example.com;Cavalcante das Flores;TO;PRD004761;Esparadrapo 10cm;Odontologia;Distribuidora da Mota Rios - ME;Distribuidora Sampaio;7; R$ 34,77 ; R$ 0,05 ; R$ 243,39 ; R$ 231,22 ;Boleto Bancário;2025-08-11T12:48:47.617072+00:00;False
v1;P0002607;2025-07-04T18:48:47.617381+00:00;enviado;Isabel Câmara;nina64@example.net;Aparecida de da Cruz;RR;PRD006303;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Comercial Pereira e Filhos;Fornecedora Montenegro;1; R$ 701,77 ; R$ -   ; R$ 701,77 ; R$ 701,77 ;Boleto Bancário;2025-07-11T18:48:47.617381+00:00;True
v1;P0002611;2025-07-08T19:48:47.617545+00:00;pedido;Ayla Moura;mpinto@example.net;Moreira;GO;PRD007890;Esparadrapo 10cm;Odontologia;Distribuidora Alves S/A;Hospitalar Guerra Campos - EI;2; R$ 792,87 ; R$ -   ; R$ 1.585,74 ; R$ 1.585,74 ;PIX;2025-07-08T19:48:47.617545+00:00;False
v1;P0002613;2025-06-02T18:48:47.617630+00:00;entregue;Leandro Mendes;rezendegustavo@example.org;Ramos;SE;PRD004308;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Fornecedora Camargo;Distribuidora Borges S.A.;6; R$ 24,48 ; R$ 0,15 ; R$ 146,88 ; R$ 124,85 ;Boleto Bancário;2025-06-02T18:48:47.617630+00:00;False
v1;P0002676;2025-04-16T02:48:47.620599+00:00;entregue;Calebe da Mota;jmendes@example.net;Novais;BA;PRD007702;Esparadrapo 10cm;Medicamento;Distribuidora Santos Azevedo S/A;Farmacêutica Caldeira;7; R$ 779,63 ; R$ 0,05 ; R$ 5.457,41 ; R$ 5.184,54 ;Boleto Bancário;2025-04-19T02:48:47.620599+00:00;True
v1;P0002696;2025-04-15T00:48:47.621509+00:00;entregue;Maria Eduarda Mendonça;bda-rocha@example.org;da Costa;PI;PRD006343;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Farmacêutica da Luz Moura - EI;Fornecedora Brito Brito e Filhos;8; R$ 64,25 ; R$ 0,15 ; R$ 514,00 ; R$ 436,90 ;PIX;2025-04-15T00:48:47.621509+00:00;False
v1;P0002734;2025-06-19T04:48:47.623256+00:00;devolvido;Maria Flor Albuquerque;agathacavalcante@example.com;Araújo de da Costa;SP;PRD007873;Esparadrapo 10cm;Material Médico Hospitalar;Distribuidora Montenegro;Comercial Sá;7; R$ 755,99 ; R$ 0,15 ; R$ 5.291,93 ; R$ 4.498,14 ;Boleto Bancário;2025-06-19T04:48:47.623256+00:00;False
v1;P0002751;2025-06-27T13:48:47.623967+00:00;entregue;Dra. Luna Mendes;jesusdiogo@example.net;Cassiano;BA;PRD003932;Esparadrapo 10cm;Material Médico Hospitalar;Fornecedora Pastor Câmara S/A;Comercial Araújo - ME;6; R$ 491,23 ; R$ 0,05 ; R$ 2.947,38 ; R$ 2.800,01 ;Cartão de Crédito;2025-06-27T13:48:47.623967+00:00;False
v1;P0002753;2025-04-14T23:48:47.624054+00:00;enviado;Mariane Costela;samuel22@example.org;Campos de Nogueira;MS;PRD001217;Esparadrapo 10cm;Material de Expediente;Farmacêutica Fonseca;Farmacêutica Caldeira;6; R$ 119,01 ; R$ -   ; R$ 714,06 ; R$ 714,06 ;PIX;2025-04-21T23:48:47.624054+00:00;True
v1;P0002765;2025-07-31T23:48:47.624580+00:00;enviado;Sr. Diego Rocha;leaojose@example.com;Silva do Amparo;CE;PRD007062;Esparadrapo 10cm;Odontologia;Comercial Novais S.A.;Distribuidora Sampaio;7; R$ 771,56 ; R$ -   ; R$ 5.400,92 ; R$ 5.400,92 ;Boleto Bancário;2025-07-31T23:48:47.624580+00:00;False
v1;P0002769;2025-04-30T01:48:47.624760+00:00;enviado;Nicole Carvalho;igor84@example.net;Marques;AC;PRD001927;Esparadrapo 10cm;Medicamento;Fornecedora Fogaça;Fornecedora Rios Silva Ltda.;8; R$ 125,86 ; R$ -   ; R$ 1.006,88 ; R$ 1.006,88 ;Boleto Bancário;2025-05-07T01:48:47.624760+00:00;True
v1;P0002770;2025-07-03T15:48:47.624803+00:00;pedido;Ian Rezende;franciscoda-rocha@example.com;Vasconcelos;ES;PRD003079;Esparadrapo 10cm;Material Médico Hospitalar;Fornecedora Câmara;Hospitalar Guerra Campos - EI;2; R$ 78,79 ; R$ -   ; R$ 157,58 ; R$ 157,58 ;Cartão de Crédito;2025-07-04T15:48:47.624803+00:00;True
v1;P0002771;2025-05-28T18:48:47.624845+00:00;devolvido;Pedro Miguel Ramos;danielnunes@example.net;Dias de Minas;RR;PRD009784;Esparadrapo 10cm;Odontologia;Hospitalar Nogueira Cardoso e Filhos;Hospitalar Guerra Araújo S.A.;8; R$ 23,05 ; R$ 0,05 ; R$ 184,40 ; R$ 175,18 ;Boleto Bancário;2025-05-28T18:48:47.624845+00:00;False
v1;P0002782;2025-05-16T01:48:47.625293+00:00;pedido;Maria Isis Moraes;dom35@example.org;da Mota;PE;PRD006784;Esparadrapo 10cm;Medicamento;Comercial Garcia S/A;Distribuidora Sampaio;2; R$ 566,85 ; R$ -   ; R$ 1.133,70 ; R$ 1.133,70 ;Cartão de Crédito;2025-05-16T01:48:47.625293+00:00;False
v1;P0002796;2025-07-07T17:48:47.625945+00:00;entregue;André Nogueira;acorreia@example.net;Cardoso de Silveira;TO;PRD007347;Esparadrapo 10cm;Medicamento;Farmacêutica Rodrigues Duarte S/A;Farmacêutica Jesus;2; R$ 104,73 ; R$ 0,15 ; R$ 209,46 ; R$ 178,04 ;Cartão de Crédito;2025-07-14T17:48:47.625945+00:00;True
v1;P0002805;2025-06-12T19:48:47.626337+00:00;pedido;Davi Lucas Borges;teixeiravalentim@example.org;Marques;AC;PRD006702;Esparadrapo 10cm;Odontologia;Farmacêutica Carvalho Sousa S/A;Comercial Cirino;3; R$ 605,19 ; R$ 0,10 ; R$ 1.815,57 ; R$ 1.634,01 ;Boleto Bancário;2025-06-15T19:48:47.626337+00:00;True
v1;P0002830;2025-07-23T09:48:47.627422+00:00;entregue;Emanuel Cirino;blopes@example.com;Nunes;RR;PRD005774;Esparadrapo 10cm;Material Médico Hospitalar;Comercial Porto;Farmacêutica da Paz;3; R$ 685,93 ; R$ 0,10 ; R$ 2.057,79 ; R$ 1.852,01 ;PIX;2025-07-23T09:48:47.627422+00:00;False
v1;P0002840;2025-07-27T21:48:47.627872+00:00;pedido;Dom Fernandes;azevedonatalia@example.com;Monteiro;GO;PRD005435;Esparadrapo 10cm;Odontologia;Hospitalar Vieira Rodrigues - ME;Comercial Araújo - ME;1; R$ 596,64 ; R$ 0,05 ; R$ 596,64 ; R$ 566,81 ;Boleto Bancário;2025-07-30T21:48:47.627872+00:00;True
v1;P0002843;2025-04-24T19:48:47.627997+00:00;devolvido;Fernanda Almeida;vicenteviana@example.org;Rezende das Pedras;BA;PRD004594;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Fornecedora Vargas da Rocha S/A;Hospitalar Abreu;3; R$ 195,60 ; R$ 0,15 ; R$ 586,80 ; R$ 498,78 ;PIX;2025-05-01T19:48:47.627997+00:00;True
v1;P0002862;2025-05-29T00:48:47.628915+00:00;pedido;Marcela Ferreira;caroline14@example.net;Aparecida de Minas;RJ;PRD000330;Esparadrapo 10cm;Material de Expediente;Comercial Garcia S/A;Distribuidora Barbosa - EI;2; R$ 633,62 ; R$ 0,05 ; R$ 1.267,24 ; R$ 1.203,88 ;Cartão de Crédito;2025-06-01T00:48:47.628915+00:00;True
v1;P0002872;2025-07-04T18:48:47.629341+00:00;enviado;Léo Pereira;isadorada-rosa@example.com;Rocha;BA;PRD004424;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Distribuidora da Mota Rios - ME;Fornecedora Azevedo Peixoto S/A;7; R$ 351,13 ; R$ -   ; R$ 2.457,91 ; R$ 2.457,91 ;Cartão de Crédito;2025-07-07T18:48:47.629341+00:00;True
v1;P0002889;2025-07-16T13:48:47.630123+00:00;pedido;Emanuel Cassiano;britoravy@example.net;Fonseca;SE;PRD000249;Esparadrapo 10cm;Medicamento;Comercial Casa Grande;Farmacêutica da Paz;2; R$ 209,26 ; R$ 0,05 ; R$ 418,52 ; R$ 397,59 ;Cartão de Crédito;2025-07-23T13:48:47.630123+00:00;True
v1;P0002901;2025-06-02T08:48:47.630656+00:00;pedido;Dr. Gustavo Henrique Marques;costayasmin@example.net;Souza de da Paz;TO;PRD006591;Esparadrapo 10cm;Material de Expediente;Farmacêutica Vargas;Farmacêutica Jesus;6; R$ 516,86 ; R$ 0,10 ; R$ 3.101,16 ; R$ 2.791,04 ;Cartão de Crédito;2025-06-09T08:48:47.630656+00:00;True
v1;P0002906;2025-04-18T10:48:47.630880+00:00;devolvido;Amanda da Cunha;ydias@example.net;Pastor do Galho;PR;PRD003169;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Distribuidora Santos e Filhos;Fornecedora Rios Silva Ltda.;4; R$ 402,21 ; R$ -   ; R$ 1.608,84 ; R$ 1.608,84 ;PIX;2025-04-18T10:48:47.630880+00:00;False
v1;P0002931;2025-05-02T20:48:47.632033+00:00;entregue;Srta. Emanuelly Sampaio;marquesmaria-sophia@example.net;Farias;RS;PRD001883;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Distribuidora Cunha;Hospitalar Abreu;8; R$ 351,79 ; R$ 0,10 ; R$ 2.814,32 ; R$ 2.532,89 ;Boleto Bancário;2025-05-02T20:48:47.632033+00:00;False
v1;P0002937;2025-05-06T13:48:47.632290+00:00;pedido;Sra. Isabelly Sá;anthony-gabriel94@example.com;Ferreira de Minas;AM;PRD000735;Esparadrapo 10cm;Material de Expediente;Comercial Moura;Hospitalar Correia Correia - EI;8; R$ 12,14 ; R$ 0,15 ; R$ 97,12 ; R$ 82,55 ;PIX;2025-05-07T13:48:47.632290+00:00;True
v1;P0002989;2025-07-18T07:48:47.634603+00:00;pedido;Mariana Cavalcanti;davi-luizda-cunha@example.org;Azevedo do Oeste;AP;PRD000025;Esparadrapo 10cm;Medicamento;Hospitalar Cardoso Ribeiro - ME;Fornecedora Freitas da Paz S.A.;1; R$ 624,64 ; R$ -   ; R$ 624,64 ; R$ 624,64 ;PIX;2025-07-21T07:48:47.634603+00:00;True
v1;P0002997;2025-06-20T23:48:47.635001+00:00;pedido;Stephany da Rosa;cavalcantefernanda@example.com;Moreira do Campo;MG;PRD003964;Esparadrapo 10cm;Material de Expediente;Distribuidora Fonseca Ltda.;Comercial Siqueira;6; R$ 268,75 ; R$ -   ; R$ 1.612,50 ; R$ 1.612,50 ;PIX;2025-06-20T23:48:47.635001+00:00;False
v1;P0003018;2025-07-30T19:48:47.635864+00:00;devolvido;João Albuquerque;wviana@example.com;da Luz de Machado;SE;PRD009828;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Comercial Montenegro Caldeira e Filhos;Distribuidora Fogaça;7; R$ 407,68 ; R$ -   ; R$ 2.853,76 ; R$ 2.853,76 ;Cartão de Crédito;2025-07-30T19:48:47.635864+00:00;False
v1;P0003089;2025-07-30T20:48:47.639165+00:00;entregue;José Pedro Ribeiro;miguelda-cruz@example.com;Araújo do Campo;AM;PRD003906;Esparadrapo 10cm;Material de Expediente;Fornecedora Garcia S/A;Farmacêutica Jesus;6; R$ 497,75 ; R$ 0,15 ; R$ 2.986,50 ; R$ 2.538,53 ;Cartão de Crédito;2025-08-06T20:48:47.639165+00:00;True
v1;P0003101;2025-05-25T18:48:47.639653+00:00;enviado;Maria Laura Siqueira;carolinacavalcante@example.com;Carvalho;CE;PRD004278;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Distribuidora Santos Azevedo S/A;Farmacêutica da Paz;2; R$ 643,23 ; R$ 0,10 ; R$ 1.286,46 ; R$ 1.157,81 ;Cartão de Crédito;2025-06-01T18:48:47.639653+00:00;True
v1;P0003105;2025-07-07T13:48:47.639819+00:00;entregue;Luana Fernandes;gabriela93@example.net;Campos do Sul;CE;PRD003440;Esparadrapo 10cm;Material Médico Hospitalar;Farmacêutica Fonseca;Comercial Araújo - ME;7; R$ 645,82 ; R$ 0,10 ; R$ 4.520,74 ; R$ 4.068,67 ;Boleto Bancário;2025-07-14T13:48:47.639819+00:00;True
v1;P0003143;2025-04-19T01:48:47.641454+00:00;pedido;Sara Pinto;davi-luizaraujo@example.com;Leão Grande;PB;PRD007978;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Hospitalar Castro;Farmacêutica da Paz;6; R$ 731,08 ; R$ 0,05 ; R$ 4.386,48 ; R$ 4.167,16 ;Boleto Bancário;2025-04-19T01:48:47.641454+00:00;False
v1;P0003169;2025-05-04T16:48:47.642612+00:00;pedido;Luiz Gustavo da Cruz;vieiralucca@example.org;Vargas da Serra;SC;PRD001010;Esparadrapo 10cm;Odontologia;Fornecedora Garcia S/A;Distribuidora Sampaio;4; R$ 518,06 ; R$ 0,10 ; R$ 2.072,24 ; R$ 1.865,02 ;Cartão de Crédito;2025-05-04T16:48:47.642612+00:00;False
v1;P0003195;2025-08-12T15:48:47.643944+00:00;entregue;Maria Leão;ferreirabrayan@example.net;Farias das Flores;SP;PRD003106;Esparadrapo 10cm;Serviço de Nutrição e Dietética (SND);Comercial Pereira e Filhos;Hospitalar Araújo Moraes S/A;6; R$ 480,44 ; R$ -   ; R$ 2.882,64 ; R$ 2.882,64 ;Cartão de Crédito;2025-08-12T15:48:47.643944+00:00;False
v1;P0003203;2025-04-30T21:48:47.644366+00:00;pedido;Luiz Gustavo Lopes;ferreiraemanuelly@example.com;da Rosa;ES;PRD008187;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Fornecedora Rodrigues - EI;Fornecedora Souza Ltda.;8; R$ 167,19 ; R$ -   ; R$ 1.337,52 ; R$ 1.337,52 ;Boleto Bancário;2025-04-30T21:48:47.644366+00:00;False
