versao_schema;id_pedido;datahora_pedido_utc;status;nome_cliente;email_cliente;cidade_cliente;estado_cliente;id_produto;nome_produto;categoria_produto;nome_fornecedor;nome_fabricante;quantidade;preco_unitario;desconto;valor_bruto;valor_liquido;metodo_pagamento;datahora_pagamento_utc;em_atraso
v1;P0005924;2022-02-18T22:44:18.666275+00:00;devolvido;Maria Laura Moraes;ninapastor@example.org;Viana;GO;PRD002511;Agulha 25x7;Material de Expediente;Distribuidora Alves S/A;Hospitalar Guerra Campos - EI;6;327,37;0,05;1964,22;1866,01;Cartão de Crédito;2022-02-19T22:44:18.666275+00:00;True
v1;P0005925;2025-07-10T11:28:05.744332+00:00;devolvido;Vitor Gabriel Camargo;ryanfernandes@example.com;Barros;MG;PRD008116;Amoxicilina 500mg;Material Médico Hospitalar;Comercial Porto;Comercial Siqueira;6;212,01;0,1;1272,06;1144,85;Cartão de Crédito;2025-07-17T11:28:05.744332+00:00;True
v1;P0005926;2024-01-05T09:38:58.378540+00:00;entregue;Maria Helena Gonçalves;casa-grandemarcela@example.org;Novais Verde;CE;PRD007922;Compressa de Algodão;Material Médico Hospitalar;Hospitalar Cardoso Ribeiro - ME;Comercial Marques;1;58,35;0,0;58,35;58,35;Boleto Bancário;2024-01-05T09:38:58.378540+00:00;False
v1;P0005927;2023-12-15T05:20:16.589219+00:00;enviado;Vitória Porto;maria-helena87@example.org;Pimenta;DF;PRD007519;Dipirona 1g;Medicamento;Distribuidora Fonseca Ltda.;Distribuidora Rocha e Filhos;3;786,75;0,1;2360,25;2124,22;Boleto Bancário;2023-12-22T05:20:16.589219+00:00;True
v1;P0005928;2024-04-16T19:28:46.423702+00:00;pedido;Heloísa das Neves;crios@example.net;Ferreira;AP;PRD007740;Dipirona 1g;Serviço de Higiene e Limpeza (SHL);Comercial Pastor - EI;Fornecedora Rios Silva Ltda.;6;683,71;0,1;4102,26;3692,03;Cartão de Crédito;2024-04-23T19:28:46.423702+00:00;True
v1;P0005929;2025-02-13T06:55:50.750119+00:00;devolvido;José Miguel Melo;alexandrepires@example.net;Cirino;PE;PRD002277;Máscara Descartável;Serviço de Higiene e Limpeza (SHL);Farmacêutica Rios da Mata e Filhos;Distribuidora Leão e Filhos;2;290,74;0,15;581,48;494,26;Boleto Bancário;2025-02-16T06:55:50.750119+00:00;True
v1;P0005930;2019-04-15T01:53:33.243646+00:00;devolvido;Calebe Cunha;santosemanuel@example.net;Moraes da Serra;MA;PRD001294;Compressa de Algodão;Odontologia;Hospitalar Brito Garcia Ltda.;Farmacêutica Caldeira;5;50,34;0,1;251,7;226,53;PIX;2019-04-15T01:53:33.243646+00:00;False
v1;P0005931;2025-08-13T05:25:39.641463+00:00;pedido;Ayla Sousa;ravi-lucca04@example.com;Garcia Verde;PB;PRD009359;Gaze Estéril;Medicamento;Comercial Montenegro Caldeira e Filhos;Fornecedora da Rocha Cunha S/A;1;663,65;0,05;663,65;630,47;Cartão de Crédito;2025-08-20T05:25:39.641463+00:00;True
v1;P0005932;2025-03-20T08:49:22.656851+00:00;devolvido;Laís Casa Grande;julia34@example.net;Teixeira;AC;PRD000067;Termômetro Digital;Medicamento;Comercial Souza;Hospitalar Guerra Campos - EI;6;643,78;0,0;3862,68;3862,68;PIX;2025-03-20T08:49:22.656851+00:00;False
v1;P0005933;2024-05-16T15:09:36.937190+00:00;enviado;Rael Leão;thalesda-mota@example.com;Araújo;GO;PRD007714;Luva Cirúrgica G;Odontologia;Distribuidora Montenegro;Farmacêutica Carvalho;2;47,99;0,1;95,98;86,38;PIX;2024-05-16T15:09:36.937190+00:00;False
v1;P0005934;2023-06-16T01:42:24.514175+00:00;enviado;Luiz Otávio Borges;costacaio@example.org;Macedo;SP;PRD006451;Paracetamol 500mg;Material de Expediente;Hospitalar Novaes;Fornecedora Azevedo Peixoto S/A;2;580,33;0,05;1160,66;1102,63;Boleto Bancário;2023-06-16T01:42:24.514175+00:00;False
v1;P0005935;2023-01-01T09:20:15.271061+00:00;enviado;Maria Julia Barbosa;yabreu@example.net;Gomes;RO;PRD003830;Esparadrapo 10cm;Material Médico Hospitalar;Comercial Novais S.A.;Farmacêutica Caldeira;3;798,55;0,0;2395,65;2395,65;PIX;2023-01-04T09:20:15.271061+00:00;True
v1;P0005936;2021-10-13T20:13:33.432699+00:00;devolvido;Sra. Juliana Jesus;stephany20@example.net;Cardoso de Moura;MA;PRD007162;Máscara Descartável;Medicamento;Comercial Pires;Distribuidora Montenegro da Luz S.A.;5;117,47;0,0;587,35;587,35;Boleto Bancário;2021-10-16T20:13:33.432699+00:00;True
v1;P0005937;2020-01-27T15:41:58.656872+00:00;pedido;Ana Sophia Moraes;nascimentoheloisa@example.net;Pereira Grande;ES;PRD003311;Seringa 5ml;Serviço de Higiene e Limpeza (SHL);Farmacêutica Vargas;Comercial Marques;7;799,69;0,15;5597,83;4758,16;Boleto Bancário;2020-01-30T15:41:58.656872+00:00;True
v1;P0005938;2019-04-25T20:05:05.285335+00:00;entregue;José Miguel da Cunha;duarteester@example.com;das Neves;PR;PRD008266;Luva Cirúrgica M;Material de Expediente;Distribuidora Montenegro;Hospitalar Guerra Araújo S.A.;6;157,71;0,15;946,26;804,32;Cartão de Crédito;2019-05-02T20:05:05.285335+00:00;True
v1;P0005939;2025-06-10T00:32:58.641340+00:00;enviado;Eloá Barros;juliacosta@example.net;Cassiano do Sul;RR;PRD004866;Soro Fisiológico 0,9%;Material de Expediente;Farmacêutica Jesus;Hospitalar Correia Correia - EI;5;360,06;0,15;1800,3;1530,25;Boleto Bancário;2025-06-13T00:32:58.641340+00:00;True
v1;P0005940;2021-05-28T07:12:07.636485+00:00;devolvido;Ana Vitória Jesus;ribeiroyago@example.net;Camargo do Amparo;SC;PRD002434;Luva Cirúrgica G;Material Médico Hospitalar;Farmacêutica Câmara Azevedo Ltda.;Comercial Marques;8;429,36;0,0;3434,88;3434,88;PIX;2021-05-28T07:12:07.636485+00:00;False
v1;P0005941;2022-05-18T20:04:19.336788+00:00;enviado;Srta. Evelyn Azevedo;azevedoluna@example.org;Lima do Galho;MG;PRD008681;Sabonete Antisséptico;Medicamento;Hospitalar Novaes;Distribuidora Cassiano;4;496,92;0,1;1987,68;1788,91;Cartão de Crédito;2022-05-18T20:04:19.336788+00:00;False
v1;P0005942;2024-08-27T07:25:25.340582+00:00;entregue;Pedro Lucas Carvalho;sampaiozoe@example.com;Ferreira;PE;PRD005765;Luva Cirúrgica G;Material Médico Hospitalar;Hospitalar Souza Novais - EI;Hospitalar Correia Correia - EI;5;26,37;0,05;131,85;125,26;PIX;2024-08-28T07:25:25.340582+00:00;True
v1;P0005943;2018-08-01T10:20:29.934091+00:00;pedido;Benjamim das Neves;xaparecida@example.com;Borges de Castro;TO;PRD002591;Gaze Estéril;Serviço de Higiene e Limpeza (SHL);Hospitalar da Cruz;Hospitalar Correia Correia - EI;7;789,32;0,15;5525,24;4696,45;Cartão de Crédito;2018-08-02T10:20:29.934091+00:00;True
v1;P0005944;2025-06-15T02:51:41.160184+00:00;devolvido;Luiza Gomes;hadassa41@example.net;Dias das Flores;MG;PRD008424;Termômetro Digital;Odontologia;Fornecedora Gomes - ME;Distribuidora Borges S.A.;2;15,02;0,1;30,04;27,04;Boleto Bancário;2025-06-16T02:51:41.160184+00:00;True
v1;P0005945;2022-01-03T17:38:21.847287+00:00;entregue;Natália Brito;maria-cecilia11@example.org;Andrade;PR;PRD005600;Sabonete Antisséptico;Serviço de Higiene e Limpeza (SHL);Comercial Carvalho;Farmacêutica Carvalho;7;732,6;0,0;5128,2;5128,2;Cartão de Crédito;2022-01-03T17:38:21.847287+00:00;False
v1;P0005946;2023-05-07T17:52:48.847741+00:00;devolvido;Cauã Moreira;salesbarbara@example.net;Teixeira;MS;PRD009428;Compressa de Algodão;Material Médico Hospitalar;Distribuidora Cassiano Freitas S.A.;Comercial Cirino;6;188,04;0,0;1128,24;1128,24;Cartão de Crédito;2023-05-07T17:52:48.847741+00:00;False
v1;P0005947;2024-10-27T00:07:43.004809+00:00;enviado;Mariana Mendonça;juliacirino@example.com;Carvalho da Praia;PB;PRD002605;Esparadrapo 10cm;Serviço de Higiene e Limpeza (SHL);Farmacêutica Fonseca;Distribuidora Rocha e Filhos;5;222,81;0,1;1114,05;1002,64;Cartão de Crédito;2024-10-27T00:07:43.004809+00:00;False
v1;P0005948;2025-09-13T04:06:32.951815+00:00;pedido;Anna Liz Ferreira;silvarenan@example.org;Pereira do Galho;RS;PRD009499;Seringa 5ml;Material Médico Hospitalar;Hospitalar Vieira Rodrigues - ME;Hospitalar da Luz Gonçalves S.A.;4;335,99;0,0;1343,96;1343,96;Cartão de Crédito;2025-09-13T04:06:32.951815+00:00;False
v1;P0005949;2020-06-13T01:06:36.394745+00:00;pedido;Vitor Gabriel Aragão;gazevedo@example.com;Sá;AC;PRD008323;Compressa de Algodão;Material Médico Hospitalar;Hospitalar Cardoso Ribeiro - ME;Hospitalar Azevedo;4;691,59;0,0;2766,36;2766,36;Cartão de Crédito;2020-06-14T01:06:36.394745+00:00;True
v1;P0005950;2018-05-29T03:04:46.492686+00:00;devolvido;Gustavo da Mota;lorenzopastor@example.net;Nogueira de Freitas;DF;PRD004415;Esparadrapo 10cm;Odontologia;Comercial Pastor - EI;Farmacêutica Carvalho;1;751,46;0,05;751,46;713,89;Cartão de Crédito;2018-05-29T03:04:46.492686+00:00;False
v1;P0005951;2024-03-30T02:48:46.132971+00:00;devolvido;Davi Sales;azevedorodrigo@example.org;Albuquerque;RJ;PRD001134;Paracetamol 500mg;Serviço de Nutrição e Dietética (SND);Distribuidora Santos e Filhos;Hospitalar Azevedo;4;724,58;0,1;2898,32;2608,49;Boleto Bancário;2024-03-30T02:48:46.132971+00:00;False
v1;P0005952;2022-03-03T18:16:11.828585+00:00;devolvido;João Lucas Abreu;da-cruzmariana@example.com;Novaes da Mata;TO;PRD009979;Gaze Estéril;Medicamento;Fornecedora Carvalho Moraes - ME;Farmacêutica Jesus;4;93,79;0,0;375,16;375,16;Boleto Bancário;2022-03-03T18:16:11.828585+00:00;False
v1;P0005953;2024-02-13T13:00:20.008055+00:00;pedido;Dra. Allana Caldeira;bryan56@example.com;Casa Grande;TO;PRD006703;Amoxicilina 500mg;Material Médico Hospitalar;Farmacêutica Sá S/A;Fornecedora Azevedo Peixoto S/A;6;628,47;0,05;3770,82;3582,28;Boleto Bancário;2024-02-16T13:00:20.008055+00:00;True
v1;P0005954;2025-07-24T23:39:27.809216+00:00;pedido;Dr. Yan Mendonça;rochacaleb@example.net;Pimenta do Norte;BA;PRD005930;Amoxicilina 500mg;Medicamento;Distribuidora da Mota Rios - ME;Farmacêutica Caldeira;3;371,73;0,0;1115,19;1115,19;Cartão de Crédito;2025-07-24T23:39:27.809216+00:00;False
v1;P0005955;2024-05-07T19:08:22.083354+00:00;devolvido;Nicole Sousa;da-mataheloisa@example.org;Pereira de Minas;SP;PRD002445;Seringa 5ml;Odontologia;Comercial Araújo da Costa - EI;Hospitalar Abreu;2;778,79;0,15;1557,58;1323,94;PIX;2024-05-07T19:08:22.083354+00:00;False
v1;P0005956;2022-09-19T22:07:29.853581+00:00;pedido;Brenda Moreira;rebecaleao@example.com;Garcia;BA;PRD001924;Compressa de Algodão;Material de Expediente;Hospitalar Souza Novais - EI;Distribuidora Cassiano;5;381,38;0,1;1906,9;1716,21;Boleto Bancário;2022-09-19T22:07:29.853581+00:00;False
v1;P0005957;2024-12-03T12:57:32.556431+00:00;enviado;Maria Vitória Barros;msampaio@example.com;Rios de Melo;AP;PRD008512;Máscara Descartável;Odontologia;Comercial Almeida;Fornecedora Brito Brito e Filhos;2;339,74;0,0;679,48;679,48;PIX;2024-12-10T12:57:32.556431+00:00;True
v1;P0005958;2025-05-23T02:25:23.337861+00:00;devolvido;Natália Dias;julianasilva@example.net;Rocha da Serra;RR;PRD009034;Agulha 25x7;Serviço de Higiene e Limpeza (SHL);Hospitalar Barros e Filhos;Fornecedora Souza Ltda.;8;205,46;0,0;1643,68;1643,68;Cartão de Crédito;2025-05-26T02:25:23.337861+00:00;True
v1;P0005959;2023-11-27T00:08:40.608714+00:00;enviado;Beatriz Fogaça;valentina97@example.net;Rios;RS;PRD000851;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Hospitalar Vieira Rodrigues - ME;Distribuidora da Luz;2;472,14;0,15;944,28;802,64;Boleto Bancário;2023-11-27T00:08:40.608714+00:00;False
v1;P0005960;2022-11-01T19:59:10.885427+00:00;entregue;Calebe Sales;valentimduarte@example.org;Sá de Melo;AL;PRD001643;Luva Cirúrgica G;Medicamento;Distribuidora Alves S/A;Fornecedora Freitas da Paz S.A.;7;662,16;0,0;4635,12;4635,12;PIX;2022-11-04T19:59:10.885427+00:00;True
v1;P0005961;2022-02-24T19:50:24.276236+00:00;pedido;Sr. Vitor Melo;camila05@example.com;da Luz;MA;PRD006882;Termômetro Digital;Odontologia;Hospitalar Brito Garcia Ltda.;Fornecedora Freitas da Paz S.A.;3;135,46;0,1;406,38;365,74;Boleto Bancário;2022-02-24T19:50:24.276236+00:00;False
v1;P0005962;2024-02-27T00:10:58.712080+00:00;pedido;Anna Liz Nogueira;hmacedo@example.net;Alves do Campo;ES;PRD000474;Luva Cirúrgica M;Serviço de Higiene e Limpeza (SHL);Hospitalar Brito Garcia Ltda.;Hospitalar Azevedo;4;336,31;0,0;1345,24;1345,24;Cartão de Crédito;2024-02-27T00:10:58.712080+00:00;False
v1;P0005963;2024-08-23T16:00:49.294011+00:00;devolvido;Brenda Oliveira;saramartins@example.org;da Mota de Silva;AP;PRD005112;Agulha 25x7;Serviço de Higiene e Limpeza (SHL);Comercial Novais S.A.;Hospitalar Jesus Mendonça - ME;4;578,86;0,15;2315,44;1968,12;PIX;2024-08-23T16:00:49.294011+00:00;False
v1;P0005964;2020-11-29T10:50:42.529449+00:00;entregue;Enzo Gabriel Almeida;da-costayuri@example.net;Cunha da Prata;SC;PRD008621;Dipirona 1g;Material de Expediente;Comercial Porto;Distribuidora Leão e Filhos;6;90,3;0,0;541,8;541,8;PIX;2020-11-30T10:50:42.529449+00:00;True
v1;P0005965;2021-03-25T16:48:25.768207+00:00;devolvido;Yago Ribeiro;das-nevesarthur-gabriel@example.com;Cavalcanti da Mata;PR;PRD008703;Seringa 5ml;Material Médico Hospitalar;Distribuidora Nascimento Siqueira S.A.;Distribuidora Fogaça;3;279,24;0,15;837,72;712,06;Cartão de Crédito;2021-03-25T16:48:25.768207+00:00;False
v1;P0005966;2020-07-03T10:21:51.889711+00:00;pedido;Maya Rodrigues;elisamacedo@example.org;Jesus;RO;PRD001121;Dipirona 1g;Serviço de Higiene e Limpeza (SHL);Comercial Garcia S/A;Fornecedora Barbosa Macedo - EI;4;123,06;0,05;492,24;467,63;PIX;2020-07-03T10:21:51.889711+00:00;False
v1;P0005967;2023-10-14T16:44:13.365241+00:00;pedido;Rodrigo da Conceição;calebemontenegro@example.net;da Costa;MA;PRD001252;Agulha 25x7;Material Médico Hospitalar;Comercial Cassiano;Farmacêutica Carvalho;1;386,73;0,15;386,73;328,72;Cartão de Crédito;2023-10-17T16:44:13.365241+00:00;True
v1;P0005968;2022-08-14T06:24:47.710482+00:00;pedido;Dr. Leonardo Gonçalves;theo21@example.net;Peixoto;MT;PRD000986;Dipirona 1g;Medicamento;Comercial Porto;Distribuidora da Luz;4;598,37;0,1;2393,48;2154,13;Cartão de Crédito;2022-08-14T06:24:47.710482+00:00;False
v1;P0005969;2024-10-30T02:29:14.002167+00:00;pedido;Mathias Novais;fcaldeira@example.com;Araújo;SE;PRD000564;Dipirona 1g;Medicamento;Hospitalar Nogueira Cardoso e Filhos;Distribuidora Leão e Filhos;3;726,79;0,0;2180,37;2180,37;PIX;2024-11-06T02:29:14.002167+00:00;True
v1;P0005970;2025-03-09T21:19:31.521306+00:00;pedido;Agatha Oliveira;salesmelissa@example.com;Machado das Pedras;AP;PRD001364;Dipirona 1g;Serviço de Nutrição e Dietética (SND);Farmacêutica Carvalho Sousa S/A;Distribuidora Sampaio;6;406,04;0,15;2436,24;2070,8;PIX;2025-03-16T21:19:31.521306+00:00;True
v1;P0005971;2019-02-06T00:47:26.355640+00:00;pedido;Allana Peixoto;isaac10@example.org;Guerra da Serra;MT;PRD002728;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Fornecedora Câmara;Comercial Marques;3;661,89;0,05;1985,67;1886,39;PIX;2019-02-06T00:47:26.355640+00:00;False
v1;P0005972;2021-03-17T06:46:43.488073+00:00;devolvido;Maria Laura Carvalho;araujobernardo@example.org;Ferreira;PB;PRD004035;Paracetamol 500mg;Odontologia;Hospitalar da Cruz;Distribuidora Montenegro da Luz S.A.;7;376,68;0,0;2636,76;2636,76;PIX;2021-03-17T06:46:43.488073+00:00;False
v1;P0005973;2023-08-02T19:55:58.731796+00:00;pedido;Manuela Freitas;alvesdaniel@example.com;da Mota de Minas;MS;PRD000516;Álcool 70%;Serviço de Nutrição e Dietética (SND);Distribuidora Ferreira;Distribuidora Sampaio;5;486,09;0,0;2430,45;2430,45;PIX;2023-08-02T19:55:58.731796+00:00;False
v1;P0005974;2023-08-22T09:25:18.590392+00:00;devolvido;Maria Helena Rodrigues;bryanfreitas@example.net;Castro de Monteiro;MS;PRD005211;Termômetro Digital;Medicamento;Distribuidora da Conceição Montenegro - EI;Distribuidora Barbosa - EI;5;308,24;0,15;1541,2;1310,02;Cartão de Crédito;2023-08-22T09:25:18.590392+00:00;False
v1;P0005975;2023-11-11T13:29:18.074369+00:00;entregue;Daniela Cirino;castroian@example.com;Nogueira Verde;CE;PRD009767;Dipirona 1g;Material Médico Hospitalar;Comercial Almeida;Fornecedora da Rocha Cunha S/A;4;636,05;0,05;2544,2;2416,99;PIX;2023-11-11T13:29:18.074369+00:00;False
v1;P0005976;2025-09-11T20:29:18.966268+00:00;pedido;Hadassa Nunes;duartemathias@example.com;Campos;SC;PRD005799;Luva Cirúrgica M;Material Médico Hospitalar;Hospitalar Castro;Distribuidora Sampaio;7;597,31;0,05;4181,17;3972,11;Cartão de Crédito;2025-09-12T20:29:18.966268+00:00;True
v1;P0005977;2025-05-23T19:51:10.420314+00:00;enviado;Rhavi Santos;vsampaio@example.org;Cirino de Abreu;RO;PRD005833;Termômetro Digital;Material Médico Hospitalar;Comercial Rodrigues e Filhos;Distribuidora da Luz;6;15,74;0,15;94,44;80,27;PIX;2025-05-24T19:51:10.420314+00:00;True
v1;P0005978;2023-08-31T20:20:41.864440+00:00;pedido;Eduardo Siqueira;rafaela93@example.org;Ramos;PB;PRD008934;Compressa de Algodão;Serviço de Nutrição e Dietética (SND);Distribuidora Cassiano Freitas S.A.;Distribuidora da Luz;6;424,32;0,05;2545,92;2418,62;PIX;2023-08-31T20:20:41.864440+00:00;False
v1;P0005979;2025-05-12T21:31:42.204601+00:00;devolvido;Maria Clara Leão;nmelo@example.com;Gomes da Prata;MT;PRD006983;Termômetro Digital;Material Médico Hospitalar;Comercial Almeida;Distribuidora Rocha e Filhos;8;785,49;0,1;6283,92;5655,53;PIX;2025-05-12T21:31:42.204601+00:00;False
v1;P0005980;2022-02-01T23:38:25.157286+00:00;enviado;Francisco da Mota;teixeiraana-beatriz@example.net;Cassiano das Pedras;RS;PRD000343;Sabonete Antisséptico;Material Médico Hospitalar;Hospitalar Vieira Rodrigues - ME;Hospitalar Jesus Mendonça - ME;7;87,21;0,0;610,47;610,47;Boleto Bancário;2022-02-01T23:38:25.157286+00:00;False
v1;P0005981;2019-03-28T07:37:02.780150+00:00;devolvido;Sophia Novaes;mendoncalunna@example.com;Porto de da Paz;PA;PRD008787;Paracetamol 500mg;Medicamento;Comercial Almeida;Comercial Albuquerque - ME;7;425,5;0,15;2978,5;2531,72;Cartão de Crédito;2019-03-31T07:37:02.780150+00:00;True
v1;P0005982;2024-03-22T23:55:04.085625+00:00;entregue;Dr. Pedro Lucas Novaes;isabel45@example.org;da Mota;BA;PRD004020;Álcool 70%;Material de Expediente;Comercial Almeida;Distribuidora Cassiano;2;735,71;0,1;1471,42;1324,28;Cartão de Crédito;2024-03-22T23:55:04.085625+00:00;False
v1;P0005983;2025-11-11T00:39:19.571920+00:00;entregue;Isabella da Luz;rnascimento@example.org;Borges das Flores;MS;PRD004901;Gaze Estéril;Material Médico Hospitalar;Distribuidora Farias S/A;Hospitalar Abreu;1;598,44;0,05;598,44;568,52;Cartão de Crédito;2025-11-11T00:39:19.571920+00:00;False
v1;P0005984;2022-12-24T14:29:51.543413+00:00;devolvido;Fernando Rios;ucostela@example.org;Novaes;PB;PRD003549;Compressa de Algodão;Medicamento;Fornecedora da Conceição S/A;Comercial Marques;7;597,51;0,0;4182,57;4182,57;PIX;2022-12-24T14:29:51.543413+00:00;False
v1;P0005985;2021-02-18T12:43:25.924050+00:00;entregue;Vitória Gonçalves;valentimpires@example.org;da Paz da Prata;PR;PRD001301;Soro Fisiológico 0,9%;Serviço de Nutrição e Dietética (SND);Distribuidora Porto;Distribuidora Barbosa - EI;4;429,74;0,0;1718,96;1718,96;Boleto Bancário;2021-02-25T12:43:25.924050+00:00;True
v1;P0005986;2025-12-22T00:03:20.036725+00:00;pedido;Raquel Macedo;livia63@example.net;Ribeiro de Silveira;AP;PRD003116;Compressa de Algodão;Serviço de Higiene e Limpeza (SHL);Farmacêutica Jesus;Hospitalar Azevedo;3;372,41;0,1;1117,23;1005,51;Boleto Bancário;2025-12-23T00:03:20.036725+00:00;True
v1;P0005987;2017-12-14T02:01:37.898689+00:00;enviado;Gael Azevedo;lvasconcelos@example.com;Nunes de Leão;AL;PRD001710;Seringa 5ml;Material Médico Hospitalar;Farmacêutica Azevedo;Hospitalar da Luz Gonçalves S.A.;7;98,32;0,1;688,24;619,42;Cartão de Crédito;2017-12-14T02:01:37.898689+00:00;False
v1;P0005988;2023-06-15T16:48:10.564681+00:00;devolvido;Ágatha Montenegro;qmacedo@example.net;Siqueira da Serra;AC;PRD008593;Luva Cirúrgica M;Serviço de Higiene e Limpeza (SHL);Farmacêutica Rodrigues Duarte S/A;Comercial Siqueira;2;641,65;0,15;1283,3;1090,8;Boleto Bancário;2023-06-18T16:48:10.564681+00:00;True
v1;P0005989;2025-10-23T01:20:46.749400+00:00;entregue;Sr. Luan Melo;isis22@example.org;Costela Paulista;SP;PRD009080;Gaze Estéril;Medicamento;Comercial Novais S.A.;Hospitalar Azevedo;1;738,5;0,1;738,5;664,65;Boleto Bancário;2025-10-23T01:20:46.749400+00:00;False
v1;P0005990;2024-05-16T15:21:18.452127+00:00;entregue;Luísa Borges;xdias@example.org;da Conceição de Minas;BA;PRD006689;Esparadrapo 10cm;Material de Expediente;Farmacêutica Vargas;Fornecedora Brito Brito e Filhos;1;685,67;0,0;685,67;685,67;Cartão de Crédito;2024-05-16T15:21:18.452127+00:00;False
v1;P0005991;2018-01-29T09:20:40.993577+00:00;entregue;Juan Barbosa;raquelcardoso@example.net;Pinto de Aragão;PI;PRD006056;Luva Cirúrgica M;Serviço de Higiene e Limpeza (SHL);Distribuidora Cunha;Hospitalar Azevedo;1;335,94;0,15;335,94;285,55;Cartão de Crédito;2018-01-29T09:20:40.993577+00:00;False
v1;P0005992;2021-11-23T02:42:28.551978+00:00;pedido;Dra. Marina Ribeiro;ydias@example.org;Lopes das Pedras;SE;PRD004310;Seringa 5ml;Serviço de Higiene e Limpeza (SHL);Distribuidora Pastor - ME;Fornecedora Barbosa Macedo - EI;4;370,75;0,15;1483,0;1260,55;Cartão de Crédito;2021-11-24T02:42:28.551978+00:00;True
v1;P0005993;2023-08-09T10:07:18.384101+00:00;enviado;Cauã Monteiro;vargasclara@example.net;Pimenta;PA;PRD008165;Antisséptico Bucal;Material Médico Hospitalar;Distribuidora Alves S/A;Distribuidora Barbosa - EI;2;331,2;0,0;662,4;662,4;PIX;2023-08-09T10:07:18.384101+00:00;False
v1;P0005994;2024-12-28T08:03:51.545058+00:00;enviado;Ana Carolina Caldeira;ester22@example.com;Barbosa Grande;GO;PRD005401;Seringa 5ml;Serviço de Higiene e Limpeza (SHL);Distribuidora Montenegro;Farmacêutica da Paz;6;721,0;0,0;4326,0;4326,0;Cartão de Crédito;2024-12-28T08:03:51.545058+00:00;False
v1;P0005995;2024-11-25T15:56:20.972927+00:00;pedido;Maria Fernanda Farias;eloahsilva@example.com;Vieira de Costa;MT;PRD002794;Luva Cirúrgica G;Medicamento;Farmacêutica Andrade Dias - ME;Farmacêutica Pacheco Peixoto S/A;1;210,41;0,05;210,41;199,89;Boleto Bancário;2024-11-25T15:56:20.972927+00:00;False
v1;P0005996;2020-03-29T00:14:53.038175+00:00;devolvido;Mateus Nogueira;joao-lucasabreu@example.org;Martins;RR;PRD005868;Amoxicilina 500mg;Material Médico Hospitalar;Distribuidora Fonseca Ltda.;Farmacêutica Caldeira;5;568,98;0,1;2844,9;2560,41;Cartão de Crédito;2020-03-29T00:14:53.038175+00:00;False
v1;P0005997;2023-12-13T09:16:09.648488+00:00;enviado;Bryan Cunha;montenegrocarlos-eduardo@example.org;Barros;SC;PRD007146;Agulha 25x7;Medicamento;Hospitalar Sampaio Lima Ltda.;Comercial Cirino;1;13,48;0,05;13,48;12,81;PIX;2023-12-13T09:16:09.648488+00:00;False
v1;P0005998;2025-08-23T01:45:40.404002+00:00;devolvido;Valentim Aragão;silveirasophie@example.com;Rodrigues de Dias;TO;PRD002843;Amoxicilina 500mg;Odontologia;Distribuidora Montenegro;Distribuidora da Luz;3;575,39;0,0;1726,17;1726,17;Boleto Bancário;2025-08-23T01:45:40.404002+00:00;False
v1;P0005999;2022-04-29T05:21:29.000611+00:00;pedido;Dr. Pietro Rodrigues;sda-cruz@example.net;Cassiano;PI;PRD008283;Termômetro Digital;Serviço de Higiene e Limpeza (SHL);Distribuidora Cassiano Freitas S.A.;Comercial Cirino;6;571,24;0,1;3427,44;3084,7;Cartão de Crédito;2022-04-30T05:21:29.000611+00:00;True
v1;P0006000;2025-05-22T02:21:45.778310+00:00;enviado;Ian Pereira;correiajose-miguel@example.net;Novaes;SE;PRD006943;Soro Fisiológico 0,9%;Serviço de Higiene e Limpeza (SHL);Distribuidora Cassiano Freitas S.A.;Distribuidora Montenegro da Luz S.A.;1;646,56;0,1;646,56;581,9;Cartão de Crédito;2025-05-23T02:21:45.778310+00:00;True
v1;P0006001;2020-03-24T10:53:28.101806+00:00;pedido;Isabella Leão;zpacheco@example.net;Pinto do Galho;ES;PRD001803;Paracetamol 500mg;Material de Expediente;Comercial Pastor - EI;Comercial Araújo - ME;3;682,02;0,0;2046,06;2046,06;Cartão de Crédito;2020-03-24T10:53:28.101806+00:00;False
v1;P0006002;2022-06-18T00:09:17.579381+00:00;pedido;Sr. Vinicius da Mata;hpeixoto@example.com;Carvalho;RJ;PRD000963;Luva Cirúrgica G;Material de Expediente;Farmacêutica Lopes;Hospitalar Guerra Campos - EI;4;67,27;0,0;269,08;269,08;Boleto Bancário;2022-06-19T00:09:17.579381+00:00;True
v1;P0006003;2022-09-11T17:22:18.514834+00:00;pedido;Luara Moraes;bruna62@example.com;Ramos;DF;PRD008615;Máscara Descartável;Odontologia;Comercial Rodrigues e Filhos;Distribuidora Fogaça;2;389,74;0,1;779,48;701,53;Cartão de Crédito;2022-09-14T17:22:18.514834+00:00;True
v1;P0006004;2019-06-29T05:31:26.419357+00:00;entregue;Ana Júlia Pires;valentimda-rosa@example.com;Ferreira Verde;PI;PRD000906;Antisséptico Bucal;Serviço de Nutrição e Dietética (SND);Distribuidora Campos;Hospitalar Abreu;2;521,81;0,1;1043,62;939,26;Boleto Bancário;2019-06-29T05:31:26.419357+00:00;False
